TABLE NO.  1
 DV          PRED        RES         WRES
  9.5256E-01  1.5253E+00 -5.7271E-01  5.5645E-01
  1.0239E+02  9.9698E+01  2.6917E+00 -6.3918E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2311E+01  8.8231E+00  3.4879E+00  1.7436E+00
  5.4819E+00  5.0266E+00  4.5525E-01  3.6884E-01
  3.4522E+00  2.2035E+00  1.2487E+00  2.5287E+00
  1.0544E+00  8.4621E-01  2.0819E-01 -2.2900E-01
  7.0611E-01  4.7934E-01  2.2677E-01  8.1136E-03
  6.1072E-01  3.4606E-01  2.6466E-01  1.0232E+00
  3.3462E+00  2.1856E+00  1.1606E+00  1.3001E+00
  3.2725E+00  2.4731E+00  7.9940E-01  5.3153E-01
  9.2798E+01  9.5901E+01 -3.1027E+00 -1.6307E+00
  2.6768E+00  2.5111E+00  1.6574E-01 -6.9648E-01
  1.0880E+02  9.5800E+01  1.3000E+01  1.3219E+00
  3.2725E+00  2.5158E+00  7.5668E-01  4.9397E-01
  1.0983E+02  9.5787E+01  1.4043E+01  1.5127E+00
  1.0555E+01  1.1305E+01 -7.4978E-01 -7.7746E-01
  6.7210E+00  7.4613E+00 -7.4027E-01 -8.5302E-01
  5.9648E+00  4.5935E+00  1.3713E+00  9.8248E-01
  3.1423E+00  3.1790E+00 -3.6664E-02 -9.9554E-01
  4.3587E+00  2.7564E+00  1.6023E+00  1.9022E+00
  3.2574E+00  2.5160E+00  7.4145E-01  4.6391E-01
  2.9579E+00  2.5161E+00  4.4183E-01 -1.3305E-01
  2.1998E+00  1.8779E+00  3.2189E-01  1.3720E-01
  1.3789E+00  1.4062E+00 -2.7346E-02 -4.1461E-01
  9.2602E-01  1.0530E+00 -1.2702E-01 -4.6514E-01
  1.0589E+02  9.9698E+01  6.1917E+00 -2.0207E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.8330E+00  1.4807E+01 -5.9737E+00 -7.1258E-01
  9.5256E+00  6.8135E+00  2.7121E+00  1.0458E+00
  3.4440E+00  2.8087E+00  6.3529E-01 -3.5810E-01
  1.4774E+00  1.5100E+00 -3.2602E-02  5.5244E-02
  1.0693E+00  1.2838E+00 -2.1451E-01  1.0212E-01
  1.0330E+00  1.1929E+00 -1.5989E-01  5.1174E-01
  3.7511E+00  7.7485E+00 -3.9974E+00 -6.4597E-01
  8.8038E+01  7.9599E+01  8.4391E+00 -1.0686E+00
  3.5747E+00  8.7988E+00 -5.2241E+00 -6.8443E-01
  9.9748E+01  7.6841E+01  2.2907E+01  1.2933E+00
  3.8441E+00  8.9412E+00 -5.0971E+00 -4.6711E-01
  9.7927E+01  7.6491E+01  2.1436E+01  9.5536E-01
  4.1714E+00  8.9595E+00 -4.7881E+00 -2.6489E-01
  1.5859E+01  2.3660E+01 -7.8009E+00 -9.4037E-02
  1.2963E+01  1.5510E+01 -2.5469E+00  1.3958E-01
  9.9854E+00  1.1351E+01 -1.3659E+00  1.0122E+00
  4.3222E+00  9.8518E+00 -5.5296E+00 -6.8782E-01
  5.5255E+00  9.4295E+00 -3.9040E+00  2.5219E-01
  3.9086E+00  8.9601E+00 -5.0515E+00 -4.1579E-01
  3.5264E+00  8.9605E+00 -5.4341E+00 -6.3549E-01
  1.8075E+00  6.7348E+00 -4.9273E+00 -7.5079E-01
  1.8209E+00  5.0623E+00 -3.2414E+00  1.6037E-01
  1.1916E+00  3.8051E+00 -2.6135E+00  3.5504E-01
  1.0922E+02  9.9698E+01  9.5217E+00  1.7026E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0107E+00  9.2747E+00 -2.2640E+00 -1.1230E+00
  4.7928E+00  5.9501E+00 -1.1573E+00 -1.1686E+00
  2.3566E+00  3.0282E+00 -6.7162E-01 -1.1999E+00
  9.8529E-01  1.4193E+00 -4.3396E-01 -1.2107E+00
  8.2670E-01  9.0127E-01 -7.4573E-02  4.0973E-01
  6.6598E-01  6.6477E-01  1.2116E-03  1.0832E+00
  3.6589E+00  3.8654E+00 -2.0651E-01 -4.2437E-02
  8.9785E+01  9.1757E+01 -1.9717E+00 -3.5490E-01
  3.6635E+00  4.2579E+00 -5.9442E-01 -6.9379E-01
  3.5053E+00  4.2980E+00 -7.9269E-01 -9.5748E-01
  8.3039E+01  9.0356E+01 -7.3168E+00 -1.2695E+00
  5.1341E+00  4.3019E+00  8.3220E-01  9.5764E-01
  8.9696E+01  9.0343E+01 -6.4707E-01 -4.3917E-02
  1.2239E+01  1.3510E+01 -1.2706E+00 -4.4248E-01
  1.0636E+01  1.0093E+01  5.4301E-01  1.6918E-01
  6.4804E+00  7.0849E+00 -6.0449E-01 -5.7501E-01
  4.6529E+00  5.3659E+00 -7.1300E-01 -7.3144E-01
  5.4589E+00  4.7417E+00  7.1715E-01  7.6831E-01
  4.1678E+00  4.3020E+00 -1.3420E-01 -1.8398E-01
  3.3688E+00  4.3021E+00 -9.3328E-01 -1.1279E+00
  2.9986E+00  3.0903E+00 -9.1698E-02 -4.5070E-01
  3.0963E+00  2.2306E+00  8.6567E-01  1.1840E+00
  2.1067E+00  1.6101E+00  4.9659E-01  4.5540E-01
  7.2263E+01  9.9698E+01 -2.7435E+01 -5.8430E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.0397E+00  1.0133E+01 -2.0934E+00  6.9614E-02
  5.4557E+00  5.3358E+00  1.1986E-01 -7.1355E-01
  3.4287E+00  2.2029E+00  1.2258E+00  1.1897E+00
  1.8164E+00  8.7202E-01  9.4438E-01  4.6653E+00
  7.0010E-01  5.6214E-01  1.3796E-01  1.3671E+00
  3.4895E-01  4.5872E-01 -1.0977E-01 -5.6309E-01
  1.4948E+00  2.7792E+00 -1.2844E+00 -1.2967E+00
  7.0366E+01  9.5062E+01 -2.4696E+01 -2.2079E-01
  1.5694E+00  3.0846E+00 -1.5152E+00 -1.4212E+00
  6.5479E+01  9.4177E+01 -2.8698E+01 -9.5663E-01
  2.0249E+00  3.1182E+00 -1.0933E+00 -7.0575E-01
  2.0053E+00  3.1217E+00 -1.1164E+00 -7.4058E-01
  6.7734E+01  9.4066E+01 -2.6332E+01 -5.1964E-01
  9.3085E+00  1.3212E+01 -3.9036E+00 -5.8471E-01
  8.7536E+00  8.3535E+00  4.0012E-01  1.3551E-01
  5.4783E+00  5.1613E+00  3.1698E-01  3.3097E-01
  3.0648E+00  3.7535E+00 -6.8874E-01 -2.4799E-01
  2.8720E+00  3.3689E+00 -4.9690E-01  2.2827E-01
  2.0711E+00  3.1218E+00 -1.0507E+00 -6.3440E-01
  2.7341E+00  3.1219E+00 -3.8776E-01  4.3610E-01
  1.7568E+00  2.2748E+00 -5.1797E-01 -1.6492E-02
  1.2133E+00  1.6596E+00 -4.4629E-01 -1.1763E-01
  1.0735E+00  1.2108E+00 -1.3728E-01  6.6910E-01
  1.0699E+02  9.9698E+01  7.2917E+00  5.1780E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.3172E+00  1.0744E+01 -5.4265E+00 -1.1382E+00
  5.8106E+00  5.6219E+00  1.8870E-01  1.2567E-02
  2.5160E+00  2.3317E+00  1.8435E-01  1.8573E-02
  9.7693E-01  9.5750E-01  1.9429E-02  5.5690E-01
  6.0317E-01  6.4356E-01 -4.0387E-02  5.4069E-01
  7.5765E-01  5.3810E-01  2.1955E-01  3.0586E+00
  1.3407E+00  3.3034E+00 -1.9627E+00 -2.0983E-01
  1.0452E+02  9.3518E+01  1.1002E+01  4.9145E-01
  1.1149E+00  3.6811E+00 -2.5662E+00 -3.2303E-01
  9.6835E+01  9.2344E+01  4.4915E+00 -9.0994E-01
  1.1741E+00  3.7243E+00 -2.5502E+00 -1.7301E-01
  1.0472E+02  9.2207E+01  1.2513E+01  5.2748E-01
  1.1159E+00  3.7290E+00 -2.6131E+00 -2.3986E-01
  6.5139E+00  1.4423E+01 -7.9092E+00 -1.0934E+00
  4.4634E+00  9.2296E+00 -4.7662E+00 -1.6190E+00
  3.5800E+00  5.8699E+00 -2.2899E+00 -1.3075E-01
  1.3952E+00  4.4055E+00 -3.0103E+00 -6.5107E-01
  1.3841E+00  4.0037E+00 -2.6196E+00 -1.6799E-01
  1.0014E+00  3.7292E+00 -2.7278E+00 -3.9492E-01
  1.0656E+00  3.7293E+00 -2.6637E+00 -3.0739E-01
  2.8579E-01  2.7335E+00 -2.4477E+00 -5.3903E-01
  1.2524E-01  2.0056E+00 -1.8803E+00 -5.4828E-02
  4.6670E-02  1.4715E+00 -1.4248E+00  4.7284E-01
  9.5275E+01  9.9698E+01 -4.4233E+00 -4.8672E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0872E+00  1.0464E+01 -3.3764E+00 -8.4671E-01
  6.4213E+00  5.6442E+00  7.7705E-01  7.9273E-02
  2.1726E+00  2.3978E+00 -2.2516E-01 -1.4933E+00
  8.4524E-01  9.7856E-01 -1.3332E-01 -1.0211E+00
  5.0446E-01  6.3613E-01 -1.3167E-01 -7.1270E-01
  6.1086E-01  5.1860E-01  9.2261E-02  1.5734E+00
  2.4682E+00  3.2596E+00 -7.9137E-01 -8.5121E-01
  9.4765E+01  9.3652E+01  1.1135E+00  3.9072E-01
  3.4796E+00  3.6656E+00 -1.8603E-01 -1.5304E-02
  9.1401E+01  9.2392E+01 -9.9144E-01  2.0232E-02
  3.7503E+00  3.7163E+00  3.4012E-02  2.5125E-01
  9.0849E+01  9.2232E+01 -1.3831E+00 -4.4474E-02
  3.6615E+00  3.7223E+00 -6.0797E-02  1.1528E-01
  9.3962E+00  1.4138E+01 -4.7414E+00 -1.1037E+00
  1.0650E+01  9.2490E+00  1.4010E+00  5.2569E-01
  6.1257E+00  5.9357E+00  1.9002E-01 -1.3954E-01
  4.5344E+00  4.4297E+00  1.0469E-01  1.6754E-01
  4.3989E+00  4.0028E+00  3.9612E-01  6.8997E-01
  4.4697E+00  3.7225E+00  7.4724E-01  1.2144E+00
  4.6149E+00  3.7226E+00  8.9229E-01  1.4115E+00
  2.4180E+00  2.7615E+00 -3.4350E-01 -6.2917E-01
  2.1256E+00  2.0512E+00  7.4372E-02 -5.2803E-02
  1.4917E+00  1.5236E+00 -3.1942E-02 -4.7579E-01
  1.2465E+02  9.9698E+01  2.4952E+01  5.2241E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.3252E+00  6.2242E+00  1.0100E-01  2.7474E-01
  4.4433E+00  4.3085E+00  1.3475E-01  3.0220E-01
  2.5440E+00  2.3025E+00  2.4148E-01  6.9420E-01
  1.1329E+00  1.0267E+00  1.0620E-01  8.0010E-01
  5.8726E-01  5.3983E-01  4.7433E-02  9.5085E-01
  2.4214E-01  2.8181E-01 -3.9666E-02  1.2722E-01
  1.4237E+00  1.5269E+00 -1.0320E-01  3.2974E-01
  1.2321E+02  9.8086E+01  2.5124E+01  5.0268E-01
  1.2217E+00  1.6933E+00 -4.7159E-01 -7.3037E-01
  1.4734E+00  1.7119E+00 -2.3850E-01 -3.7181E-02
  1.2483E+02  9.7716E+01  2.7114E+01  8.4298E-01
  1.4179E+00  1.7139E+00 -2.9598E-01 -2.0246E-01
  1.2179E+02  9.7712E+01  2.4078E+01  2.8528E-01
  7.5834E+00  7.9010E+00 -3.1763E-01  6.0369E-02
  4.4985E+00  5.9408E+00 -1.4423E+00 -1.0302E+00
  4.1614E+00  3.8974E+00  2.6398E-01  7.6236E-01
  2.3602E+00  2.5773E+00 -2.1707E-01  1.0958E-01
  1.5576E+00  2.0493E+00 -4.9167E-01 -5.8226E-01
  1.4716E+00  1.7139E+00 -2.4233E-01 -4.7367E-02
  1.1864E+00  1.7140E+00 -5.2758E-01 -8.7178E-01
  1.0973E+00  1.2247E+00 -1.2737E-01  1.0809E-01
  8.7657E-01  8.9559E-01 -1.9022E-02  4.2593E-01
  7.5497E-01  6.5494E-01  1.0003E-01  1.0759E+00
  1.1199E+02  9.9698E+01  1.2292E+01 -1.0416E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.8764E+00  9.9101E+00 -5.0337E+00 -1.3069E+00
  6.8547E+00  5.8587E+00  9.9600E-01 -2.2457E-01
  4.4817E+00  2.7768E+00  1.7049E+00  1.1589E+00
  1.5783E+00  1.2752E+00  3.0310E-01  7.0432E-03
  1.2413E+00  8.5655E-01  3.8475E-01  2.5475E+00
  5.3552E-01  6.8273E-01 -1.4721E-01 -1.3656E-01
  3.5835E+00  3.6398E+00 -5.6313E-02 -1.5681E-01
  1.1140E+02  9.2474E+01  1.8926E+01 -8.1517E-03
  4.5032E+00  3.8968E+00  6.0643E-01  4.5670E-01
  1.1774E+02  9.1656E+01  2.6084E+01  1.3187E+00
  3.5892E+00  3.9150E+00 -3.2576E-01 -7.8996E-01
  1.1863E+02  9.1598E+01  2.7032E+01  1.4959E+00
  4.4187E+00  3.9162E+00  5.0250E-01  2.7794E-01
  9.9508E+00  1.3761E+01 -3.8097E+00 -5.2987E-01
  1.0207E+01  9.6163E+00  5.9072E-01 -2.9700E-01
  7.8695E+00  6.4455E+00  1.4240E+00  2.5092E-01
  7.5983E+00  4.8296E+00  2.7687E+00  2.4051E+00
  4.6534E+00  4.3005E+00  3.5287E-01  5.3189E-02
  5.3056E+00  3.9162E+00  1.3894E+00  1.4249E+00
  4.7382E+00  3.9162E+00  8.2195E-01  6.9092E-01
  3.6094E+00  2.6763E+00  9.3314E-01  6.1871E-01
  2.4442E+00  1.8333E+00  6.1092E-01 -2.0459E-01
  2.6212E+00  1.2558E+00  1.3654E+00  2.2456E+00
  7.9393E+01  9.9698E+01 -2.0305E+01  9.7929E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1981E+01  1.1037E+01  9.4400E-01  4.1265E-01
  7.4070E+00  5.7800E+00  1.6270E+00  1.2075E+00
  3.0199E+00  2.5145E+00  5.0543E-01  5.0492E-01
  1.2360E+00  1.1956E+00  4.0418E-02 -3.3648E-01
  1.2639E+00  8.9670E-01  3.6720E-01  1.8029E+00
  6.6331E-01  7.7228E-01 -1.0897E-01 -1.0263E+00
  4.1222E+00  3.6380E+00  4.8423E-01  7.4394E-02
  5.7020E+01  9.2480E+01 -3.5460E+01 -1.4429E+00
  3.9910E+00  3.7900E+00  2.0097E-01 -3.9557E-01
  5.8076E+01  9.1998E+01 -3.3922E+01 -1.1020E+00
  3.9433E+00  3.7964E+00  1.4691E-01 -4.7261E-01
  5.8901E+01  9.1977E+01 -3.3076E+01 -9.4280E-01
  3.1863E+00  3.7967E+00 -6.1035E-01 -1.4811E+00
  1.5110E+01  1.4761E+01  3.4881E-01 -1.7114E-01
  1.0070E+01  9.3993E+00  6.7067E-01 -1.5360E-01
  5.8220E+00  6.0324E+00 -2.1044E-01 -8.6366E-01
  4.9413E+00  4.5830E+00  3.5828E-01 -2.7399E-01
  4.6065E+00  4.1585E+00  4.4800E-01 -1.1092E-01
  3.1274E+00  3.7967E+00 -6.6926E-01 -1.5595E+00
  5.0712E+00  3.7967E+00  1.2745E+00  1.0284E+00
  3.2721E+00  2.4109E+00  8.6125E-01  9.3501E-01
  1.8363E+00  1.5319E+00  3.0437E-01  6.9668E-02
  1.0452E+00  9.7344E-01  7.1764E-02 -5.0304E-01
  7.5292E+01  9.9698E+01 -2.4406E+01 -2.5112E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.5633E+00  9.9765E+00 -2.4132E+00 -8.4154E-01
  3.5361E+00  5.5621E+00 -2.0260E+00 -1.9792E+00
  1.6650E+00  2.4977E+00 -8.3267E-01 -1.6549E+00
  9.9158E-01  1.1216E+00 -1.3005E-01 -1.0890E+00
  1.2952E+00  7.7266E-01  5.2254E-01  2.2414E+00
  1.2278E+00  6.3334E-01  5.9446E-01  3.1527E+00
  3.7364E+00  3.1210E+00  6.1540E-01  1.3718E+00
  8.9075E+01  9.4068E+01 -4.9934E+00  7.7722E-01
  2.5897E+00  3.2806E+00 -6.9086E-01 -5.3318E-01
  3.4573E+00  3.2887E+00  1.6856E-01  8.0338E-01
  8.9001E+01  9.3563E+01 -4.5619E+00  8.1795E-01
  4.1075E+00  3.2891E+00  8.1836E-01  1.8001E+00
  8.4190E+01  9.3562E+01 -9.3716E+00 -6.4945E-02
  7.2929E+00  1.3205E+01 -5.9125E+00 -1.7873E+00
  6.8332E+00  8.7047E+00 -1.8715E+00 -8.6419E-01
  4.6350E+00  5.5575E+00 -9.2248E-01 -4.5651E-01
  4.4086E+00  4.0749E+00  3.3372E-01  9.2470E-01
  4.1155E+00  3.6232E+00  4.9229E-01  1.2030E+00
  3.6182E+00  3.2891E+00  3.2905E-01  1.0503E+00
  2.9653E+00  3.2892E+00 -3.2385E-01  4.9968E-02
  2.3768E+00  2.1479E+00  2.2891E-01  1.4160E+00
  7.7778E-01  1.4049E+00 -6.2710E-01 -5.7309E-01
  3.7891E-01  9.1890E-01 -5.3999E-01 -4.4443E-01
  1.1339E+02  9.9698E+01  1.3692E+01  8.6185E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8365E+01  1.3302E+01  5.0633E+00  1.5953E+00
  6.4744E+00  5.9962E+00  4.7825E-01  9.0864E-01
  2.5534E+00  2.3368E+00  2.1661E-01  1.0383E+00
  9.3638E-01  1.1459E+00 -2.0952E-01 -9.2789E-01
  1.0508E+00  9.3824E-01  1.1256E-01  4.5743E-01
  9.5316E-01  8.5681E-01  9.6354E-02  3.6786E-01
  4.7188E+00  4.9093E+00 -1.9050E-01 -4.0888E-01
  9.6647E+01  8.8350E+01  8.2974E+00  5.1233E-03
  3.9374E+00  5.3442E+00 -1.4068E+00 -1.5302E+00
  1.0213E+02  8.6926E+01  1.5204E+01  1.2657E+00
  5.7746E+00  5.3827E+00  3.9191E-01  1.9500E-01
  8.7976E+01  8.6800E+01  1.1760E+00 -1.3111E+00
  5.6182E+00  5.3860E+00  2.3223E-01  4.3939E-02
  2.0715E+01  1.8610E+01  2.1048E+00  2.2653E-01
  1.2281E+01  1.1191E+01  1.0902E+00  6.8924E-01
  6.5127E+00  7.4201E+00 -9.0744E-01 -5.7929E-01
  4.6165E+00  6.0847E+00 -1.4682E+00 -1.3804E+00
  4.9120E+00  5.7365E+00 -8.2453E-01 -9.1588E-01
  6.5294E+00  5.3860E+00  1.1434E+00  9.0705E-01
  6.1012E+00  5.3861E+00  7.1509E-01  5.0136E-01
  4.0989E+00  3.8093E+00  2.8956E-01  2.5635E-01
  3.1219E+00  2.6945E+00  4.2740E-01  6.6097E-01
  1.6672E+00  1.9059E+00 -2.3873E-01 -5.4483E-01
  1.0157E+02  9.9698E+01  1.8717E+00 -5.3880E-04
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.8058E+00  1.0823E+01 -1.0175E+00  6.2915E-02
  5.2800E+00  5.7423E+00 -4.6233E-01 -2.4532E-01
  1.8314E+00  2.4159E+00 -5.8447E-01 -8.5458E-01
  1.3064E+00  1.0016E+00  3.0484E-01  3.0835E+00
  4.6499E-01  6.7133E-01 -2.0634E-01  5.3401E-01
  1.9100E-01  5.5911E-01 -3.6811E-01 -1.0530E+00
  1.3803E+00  3.4976E+00 -2.1173E+00 -1.3341E+00
  1.0519E+02  9.2919E+01  1.2271E+01  1.4948E+00
  2.3011E+00  3.9242E+00 -1.6231E+00 -4.3136E-01
  2.5714E+00  3.9763E+00 -1.4049E+00 -1.4192E-01
  9.5448E+01  9.1400E+01  4.0476E+00 -1.0001E-01
  2.3320E+00  3.9823E+00 -1.6503E+00 -4.5485E-01
  8.9986E+01  9.1381E+01 -1.3948E+00 -1.1002E+00
  1.1427E+01  1.4754E+01 -3.3269E+00 -4.4346E-01
  6.5886E+00  9.5986E+00 -3.0100E+00 -9.6655E-01
  4.7252E+00  6.2000E+00 -1.4748E+00 -1.0336E-01
  3.0387E+00  4.6920E+00 -1.6533E+00 -2.7208E-01
  2.5123E+00  4.2705E+00 -1.7582E+00 -4.5907E-01
  2.4730E+00  3.9825E+00 -1.5095E+00 -2.7548E-01
  2.7062E+00  3.9827E+00 -1.2765E+00  2.1319E-02
  2.0348E+00  2.9462E+00 -9.1139E-01 -2.3676E-03
  1.6550E+00  2.1817E+00 -5.2672E-01  1.9887E-01
  1.6511E+00  1.6156E+00  3.5491E-02  1.1993E+00
  1.5665E+02  9.9698E+01  5.6952E+01  1.3515E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.8312E+00  1.1354E+01 -5.5225E+00 -1.5341E+00
  4.3541E+00  6.3066E+00 -1.9525E+00 -1.5214E+00
  2.0849E+00  2.7946E+00 -7.0975E-01 -1.0368E+00
  1.1250E+00  1.2163E+00 -9.1297E-02  6.1066E-01
  7.6535E-01  8.2195E-01 -5.6601E-02  8.9950E-01
  4.8268E-01  6.8188E-01 -1.9920E-01 -2.5606E-01
  2.8630E+00  4.6367E+00 -1.7737E+00  4.6742E-01
  2.5599E+00  5.3803E+00 -2.8204E+00  2.0206E-01
  1.5194E+02  8.6808E+01  6.5132E+01  1.2405E+00
  2.4092E+00  5.4997E+00 -3.0905E+00  1.4555E-01
  1.4887E+02  8.6420E+01  6.2450E+01  6.3102E-01
  2.2124E+00  5.5178E+00 -3.3054E+00 -1.3236E-02
  1.5540E+02  8.6361E+01  6.9039E+01  1.8157E+00
  8.3728E+00  1.6809E+01 -8.4358E+00 -9.9730E-01
  6.4714E+00  1.1671E+01 -5.1998E+00 -8.5107E-01
  4.1901E+00  8.0716E+00 -3.8815E+00 -3.6323E-01
  2.4883E+00  6.3793E+00 -3.8910E+00 -3.9658E-01
  3.0143E+00  5.8737E+00 -2.8594E+00  4.4684E-01
  2.1015E+00  5.5184E+00 -3.4169E+00 -1.1504E-01
  2.2134E+00  5.5189E+00 -3.3055E+00 -1.0412E-02
  9.9177E-01  4.2451E+00 -3.2533E+00 -3.5045E-01
  1.0136E+00  3.2690E+00 -2.2554E+00  4.8708E-01
  5.4813E-01  2.5174E+00 -1.9693E+00  4.8573E-01
  1.2568E+02  9.9698E+01  2.5982E+01  1.0936E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.4537E+00  8.8241E+00 -1.3704E+00 -6.4148E-01
  2.6316E+00  5.5465E+00 -2.9149E+00 -2.2278E+00
  1.8404E+00  2.7479E+00 -9.0750E-01 -5.0605E-01
  8.4241E-01  1.2388E+00 -3.9640E-01  1.8391E-02
  5.3100E-01  7.6531E-01 -2.3431E-01  3.8189E-02
  4.4268E-01  5.5525E-01 -1.1257E-01  2.7908E-01
  2.1687E+00  3.0613E+00 -8.9262E-01  5.6405E-01
  1.1730E+02  9.4246E+01  2.3054E+01  1.0937E-01
  1.9500E+00  3.3187E+00 -1.3687E+00  1.9473E-01
  1.6763E+00  3.3404E+00 -1.6641E+00 -1.9752E-01
  1.2004E+02  9.3405E+01  2.6635E+01  6.1731E-01
  1.9620E+00  3.3422E+00 -1.3802E+00  2.3773E-01
  1.1782E+02  9.3400E+01  2.4420E+01  2.0889E-01
  9.3888E+00  1.2110E+01 -2.7211E+00 -4.6776E-01
  4.9291E+00  8.7551E+00 -3.8260E+00 -1.1355E+00
  3.8925E+00  5.8843E+00 -1.9918E+00  7.6198E-03
  1.8053E+00  4.2833E+00 -2.4780E+00 -8.2301E-01
  1.3736E+00  3.7213E+00 -2.3477E+00 -9.5278E-01
  1.6753E+00  3.3422E+00 -1.6669E+00 -1.9510E-01
  1.6835E+00  3.3423E+00 -1.6588E+00 -1.8262E-01
  1.0808E+00  2.3362E+00 -1.2554E+00  1.1494E-01
  6.1457E-01  1.6414E+00 -1.0269E+00  1.5541E-01
  4.1554E-01  1.1533E+00 -7.3778E-01  4.8662E-01
  9.6620E+01  9.9698E+01 -3.0783E+00 -7.4379E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.2155E+00  1.0948E+01 -3.7323E+00 -1.3043E+00
  5.5904E+00  5.6934E+00 -1.0297E-01 -1.2102E+00
  3.8990E+00  2.4573E+00  1.4417E+00  1.3535E+00
  1.6091E+00  1.1604E+00  4.4867E-01  1.3462E+00
  1.3017E+00  8.6917E-01  4.3253E-01  2.9297E+00
  6.0001E-01  7.4809E-01 -1.4808E-01 -4.4898E-01
  3.3279E+00  3.4783E+00 -1.5035E-01 -1.3173E+00
  3.7674E+00  3.6157E+00  1.5166E-01 -1.1260E+00
  9.4050E+01  9.2550E+01  1.5003E+00  3.7210E-01
  5.3890E+00  3.6212E+00  1.7678E+00  1.1083E+00
  9.0308E+01  9.2533E+01 -2.2246E+00 -3.0719E-01
  5.3392E+00  3.6214E+00  1.7178E+00  1.0372E+00
  9.5940E+01  9.2532E+01  3.4081E+00  7.2679E-01
  1.6408E+01  1.4499E+01  1.9091E+00  8.1051E-01
  1.2487E+01  9.1428E+00  3.3442E+00  9.1242E-01
  8.1700E+00  5.8084E+00  2.3616E+00  6.8998E-01
  5.4640E+00  4.3851E+00  1.0789E+00 -3.7180E-02
  4.4819E+00  3.9722E+00  5.0973E-01 -5.8574E-01
  5.4129E+00  3.6214E+00  1.7915E+00  1.1399E+00
  3.6267E+00  3.6214E+00  5.3065E-03 -1.3501E+00
  4.4085E+00  2.2813E+00  2.1272E+00  2.0568E+00
  2.4089E+00  1.4381E+00  9.7081E-01 -2.7542E-01
  2.3534E+00  9.0654E-01  1.4469E+00  2.3651E+00
  8.4822E+01  9.9698E+01 -1.4876E+01  1.9885E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7397E+01  2.6766E+01 -9.3687E+00 -1.4192E+00
  1.3866E+01  1.7149E+01 -3.2827E+00 -1.2799E+00
  7.4044E+00  8.8082E+00 -1.4038E+00 -1.1630E+00
  3.9499E+00  4.2814E+00 -3.3152E-01 -3.6710E-01
  2.8277E+00  2.8482E+00 -2.0466E-02  3.7925E-01
  1.6439E+00  2.1981E+00 -5.5420E-01 -6.8344E-01
  1.3514E+01  1.3459E+01  5.5259E-02  2.7169E-01
  5.1750E+01  6.7972E+01 -1.6222E+01 -1.9014E-01
  1.7079E+01  1.5058E+01  2.0213E+00  8.2589E-01
  1.4428E+01  1.5248E+01 -8.2037E-01 -1.6592E-01
  4.5135E+01  6.5717E+01 -2.0582E+01 -9.0474E-01
  1.4456E+01  1.5270E+01 -8.1402E-01 -1.6730E-01
  4.6736E+01  6.5693E+01 -1.8957E+01 -6.0412E-01
  3.5299E+01  4.1820E+01 -6.5212E+00 -5.3239E-01
  2.7498E+01  3.1903E+01 -4.4053E+00 -8.3268E-01
  2.1724E+01  2.3278E+01 -1.5544E+00 -4.3604E-01
  1.8100E+01  1.8387E+01 -2.8673E-01 -3.9853E-02
  2.0450E+01  1.6600E+01  3.8501E+00  1.2954E+00
  1.6590E+01  1.5271E+01  1.3194E+00  5.4752E-01
  1.2711E+01  1.5271E+01 -2.5601E+00 -7.5262E-01
  1.0185E+01  1.1231E+01 -1.0462E+00 -4.8954E-01
  8.8445E+00  8.2891E+00  5.5542E-01  1.4211E-01
  6.4595E+00  6.1176E+00  3.4185E-01 -5.1562E-02
  9.7869E+01  9.9698E+01 -1.8293E+00 -1.3967E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.8727E+01  3.7833E+01 -9.1060E+00 -6.7485E-01
  1.4069E+01  1.6508E+01 -2.4385E+00 -9.6967E-01
  5.5578E+00  6.4755E+00 -9.1765E-01 -5.2924E-01
  2.4465E+00  3.4132E+00 -9.6666E-01 -1.5746E-01
  1.8498E+00  2.9081E+00 -1.0583E+00 -2.2231E-01
  1.6296E+00  2.6860E+00 -1.0564E+00 -3.3719E-01
  1.2716E+01  1.5459E+01 -2.7426E+00  3.3047E-01
